InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalSales
554059,37327,asstd multicolour circles mug,48,5/20/2011 16:25,0.39,14388,United Kingdom,18.72
554060,22659,lunch box i love london,200,5/20/2011 16:55,1.9,18008,United Kingdom,380
554061,22197,small popcorn holder,20,5/20/2011 16:56,0.85,18008,United Kingdom,17
554062,22740,polkadot pen,48,5/22/2011 10:21,0.85,13654,United Kingdom,40.8
554063,22625,red kitchen scales,48,5/22/2011 10:27,6.25,13631,United Kingdom,300
554064,22627,mint kitchen scales,12,5/22/2011 10:29,7.65,14195,United Kingdom,91.8
554065,22755,small purple babushka notebook,12,5/22/2011 10:39,0.85,18287,United Kingdom,10.2
554066,82486,wood s/3 cabinet ant white finish,8,5/22/2011 10:40,8.95,12916,United Kingdom,71.6
554067,22489,pack of 12 traditional crayons,24,5/22/2011 10:47,0.42,18150,United Kingdom,10.08
554068,84946,antique silver t-light glass,12,5/22/2011 10:53,1.25,16690,United Kingdom,15
554069,22617,baking set spaceboy design,3,5/22/2011 10:57,4.95,15281,United Kingdom,14.85
554070,22089,paper bunting vintage paisley,40,5/22/2011 11:06,2.55,13555,United Kingdom,102
554071,22501,picnic basket wicker large,200,5/22/2011 11:17,8.5,13113,United Kingdom,1700
554072,22585,pack of 6 birdy gift tags,12,5/22/2011 11:24,1.25,13555,United Kingdom,15
554073,22750,feltcraft princess lola doll,4,5/22/2011 11:26,3.75,17007,United Kingdom,15
554074,22178,victorian glass hanging t-light,6,5/22/2011 11:28,1.25,13230,United Kingdom,7.5
554075,21788,kids rain mac blue,24,5/22/2011 11:29,0.85,16038,United Kingdom,20.4
554076,23165,large ceramic top storage jar,12,5/22/2011 11:30,1.65,16556,United Kingdom,19.8
554077,20771,chrysanthemum  journal,6,5/22/2011 11:34,2.55,13972,United Kingdom,15.3
554078,84800L,large white/pink rose art flower,24,5/22/2011 11:38,1.69,12971,United Kingdom,40.56
554079,23202,jumbo bag vintage leaf,2,5/22/2011 11:41,2.08,14546,United Kingdom,4.16
554080,85183A,charlie & lola wastepaper bin blue,3,5/22/2011 11:42,1.25,16931,United Kingdom,3.75
554081,48129,doormat topiary,10,5/22/2011 11:47,6.75,13227,United Kingdom,67.5
554082,23091,zinc herb garden container,1,5/22/2011 11:49,6.25,14878,United Kingdom,6.25
554083,85123A,white hanging heart t-light holder,9,5/22/2011 11:51,2.95,18125,United Kingdom,26.55
554084,23102,silver hearts table decoration,12,5/22/2011 11:52,0.83,12909,United Kingdom,9.96
554085,20665,red retrospot purse,6,5/22/2011 11:53,2.95,16945,United Kingdom,17.7
554086,23108,set of 10 led dolly lights,2,5/22/2011 11:54,6.25,16945,United Kingdom,12.5
554087,15044B,blue paper parasol,50,5/22/2011 12:03,2.55,13946,United Kingdom,127.5
554088,16161P,wrap english rose,25,5/22/2011 12:12,0.42,16801,United Kingdom,10.5
554089,82486,wood s/3 cabinet ant white finish,4,5/22/2011 12:16,8.95,13527,United Kingdom,35.8
554090,84950,assorted colour t-light holder,36,5/22/2011 12:22,0.65,17315,United Kingdom,23.4
554091,22149,feltcraft 6 flower friends,6,5/22/2011 12:35,2.1,13657,United Kingdom,12.6
554092,21313,glass heart t-light holder,12,5/22/2011 12:41,0.85,17176,United Kingdom,10.2
554093,22498,wooden regatta bunting,3,5/22/2011 12:49,5.95,14837,United Kingdom,17.85
554094,22668,pink baby bunting,2,5/22/2011 12:49,2.95,15716,United Kingdom,5.9
554095,84755,colour glass t-light holder hanging,32,5/22/2011 12:51,0.65,14682,United Kingdom,20.8
554096,22149,feltcraft 6 flower friends,12,5/22/2011 12:51,2.1,14921,United Kingdom,25.2
554097,23053,recycled acapulco mat pink,2,5/22/2011 13:01,8.25,12567,France,16.5
554098,23298,spotty bunting,4,5/22/2011 13:01,4.95,14769,United Kingdom,19.8
554099,47591D,pink fairy cake childrens apron,8,5/22/2011 13:20,1.95,16341,United Kingdom,15.6
554100,M,manual,-1,5/22/2011 13:27,0.85,15555,United Kingdom,-0.85
554101,23088,zinc heart flower t-light holder,16,5/22/2011 13:29,1.25,13549,United Kingdom,20
554102,22111,scottie dog hot water bottle,2,5/22/2011 13:40,4.95,14647,United Kingdom,9.9
554103,16218,cartoon  pencil sharpeners,5,5/22/2011 13:51,0.16,15555,United Kingdom,0.8
554104,22992,revolver wooden ruler,12,5/22/2011 14:03,1.95,12705,Germany,23.4
554105,23127,feltcraft girl nicole kit,1,5/22/2011 14:04,4.95,14711,United Kingdom,4.95
554106,22531,magic drawing slate circus parade,24,5/22/2011 14:05,0.42,12710,Germany,10.08
554107,21524,doormat spotty home sweet home,2,5/22/2011 14:09,7.95,16249,United Kingdom,15.9
554108,21745,gaolers keys decorative garden,2,5/22/2011 14:29,3.75,13668,United Kingdom,7.5
554109,23084,rabbit night light,24,5/22/2011 14:33,1.79,12682,France,42.96
554110,22784,lantern cream gazebo,12,5/22/2011 14:35,4.25,13468,United Kingdom,51
554111,21232,strawberry ceramic trinket box,12,5/22/2011 14:40,1.25,15724,United Kingdom,15
554112,90000D,copper/olive green flower necklace,1,5/22/2011 14:44,5.95,17611,United Kingdom,5.95
554113,22424,enamel bread bin cream,1,5/22/2011 14:53,12.75,16700,United Kingdom,12.75
554114,22561,wooden school colouring set,2,5/22/2011 15:00,1.65,15292,United Kingdom,3.3
554115,71053,white metal lantern,16,5/22/2011 15:03,3.75,15938,United Kingdom,60
554116,21175,gin + tonic diet metal sign,5,5/22/2011 15:11,2.55,14514,United Kingdom,12.75
554117,23190,bundle of 3 school exercise books,1,5/22/2011 15:12,1.65,13758,United Kingdom,1.65
554118,21877,home sweet home mug,12,5/22/2011 15:26,1.25,16592,United Kingdom,15
554119,22469,heart of wicker small,12,5/22/2011 15:27,1.65,16592,United Kingdom,19.8
554120,23170,regency tea plate roses,12,5/22/2011 15:28,1.65,16592,United Kingdom,19.8
554121,85062,pearl crystal pumpkin t-light hldr,12,5/22/2011 15:31,1.65,17690,United Kingdom,19.8
554122,22178,victorian glass hanging t-light,48,5/22/2011 15:37,1.25,15705,United Kingdom,60
554123,72741,grand chocolatecandle,9,5/22/2011 15:44,1.45,16818,United Kingdom,13.05
554124,22969,homemade jam scented candles,12,5/23/2011 8:31,1.45,13339,United Kingdom,17.4
554125,84843,white soap rack with 2 bottles,2,5/23/2011 8:52,5.95,13885,United Kingdom,11.9
554126,23109,led tea lights,6,5/23/2011 9:14,2.89,12431,Australia,17.34
554127,M,manual,-96,5/23/2011 9:24,5,17949,United Kingdom,-480
554129,16049,teatime gel pens asst,144,5/23/2011 9:39,0.12,14189,United Kingdom,17.28
554130,22501,picnic basket wicker large,24,5/23/2011 9:42,8.5,17949,United Kingdom,204
554131,82484,wood black board ant white finish,2,5/23/2011 9:43,7.95,13988,United Kingdom,15.9
554132,21094,set/6 red spotty paper plates,12,5/23/2011 9:43,0.85,12360,Austria,10.2
554134,23280,folding butterfly mirror hot pink,24,5/23/2011 9:48,0.83,12583,France,19.92
554135,15044A,pink paper parasol,6,5/23/2011 9:58,2.95,12877,United Kingdom,17.7
554136,84978,hanging heart jar t-light holder,-1,5/23/2011 10:02,1.25,14239,United Kingdom,-1.25
554137,22629,spaceboy lunch box,12,5/23/2011 10:13,1.95,12708,Germany,23.4
554138,22470,heart of wicker large,12,5/23/2011 10:21,2.95,14239,United Kingdom,35.4
554139,47566,party bunting,8,5/23/2011 10:34,4.95,14911,EIRE,39.6
554141,23144,zinc t-light holder stars small,12,5/23/2011 10:34,0.83,14189,United Kingdom,9.96
554140,85141,jardin etched glass fruitbowl,-4,5/23/2011 10:34,3.95,13004,United Kingdom,-15.8
554142,23201,jumbo bag alphabet,10,5/23/2011 10:38,2.08,15288,United Kingdom,20.8
554146,37495,fairy cake birthday candle set,8,5/23/2011 10:45,3.75,13479,United Kingdom,30
554147,23065,large deco jewellery stand,1,5/23/2011 10:48,12.5,12423,Belgium,12.5
554151,21746,small red retrospot windmill,12,5/23/2011 11:07,1.25,14049,United Kingdom,15
554150,22763,key cabinet ma campagne,-1,5/23/2011 11:07,9.95,14573,United Kingdom,-9.95
554152,22933,baking mould easter egg milk choc,-12,5/23/2011 11:21,2.95,18257,United Kingdom,-35.4
554153,21534,dairy maid large milk jug,-2,5/23/2011 11:21,4.95,16033,United Kingdom,-9.9
554154,M,manual,-1,5/23/2011 11:24,1241.98,12757,Portugal,-1241.98
554155,M,manual,1,5/23/2011 11:26,1241.98,12757,Portugal,1241.98
554156,85123A,white hanging heart t-light holder,64,5/23/2011 11:28,2.55,13798,United Kingdom,163.2
554157,23208,lunch bag vintage leaf design,1,5/23/2011 11:33,1.65,18283,United Kingdom,1.65
554158,46000S,polyester filler pad 40x40cm,25,5/23/2011 11:44,1.45,15563,United Kingdom,36.25
554159,POST,postage,2,5/23/2011 11:48,15,12464,Belgium,30
554160,23108,set of 10 led dolly lights,2,5/23/2011 11:49,6.25,17841,United Kingdom,12.5
554161,22625,red kitchen scales,2,5/23/2011 11:49,8.5,12464,Belgium,17
554162,16049,teatime gel pens asst,144,5/23/2011 11:52,0.12,16722,United Kingdom,17.28
554163,62097B,blue stripes shoulder bag,2,5/23/2011 11:52,0.83,14573,United Kingdom,1.66
554164,20717,strawberry shopper bag,100,5/23/2011 11:58,1.06,14364,United Kingdom,106
554181,79321,chilli lights,24,5/23/2011 12:09,4.95,13078,United Kingdom,118.8
554202,22424,enamel bread bin cream,2,5/23/2011 12:14,12.75,13546,United Kingdom,25.5
554197,21781,ma campagne cutlery box,-1,5/23/2011 12:14,14.95,14573,United Kingdom,-14.95
554203,85132C,charlie and lola figures tins,-1,5/23/2011 12:14,1.95,14573,United Kingdom,-1.95
554207,85132C,charlie and lola figures tins,1,5/23/2011 12:15,1.95,14573,United Kingdom,1.95
554210,85132C,charlie and lola figures tins,-1,5/23/2011 12:16,1.95,14573,United Kingdom,-1.95
554261,22413,metal sign take it or leave it,1,5/23/2011 12:32,2.95,16033,United Kingdom,2.95
554262,75049L,large circular mirror mobile,384,5/23/2011 12:32,0.85,17715,United Kingdom,326.4
554263,21086,set/6 red spotty paper cups,12,5/23/2011 12:32,0.65,12474,Germany,7.8
554264,23087,zinc  heart t-light holder,16,5/23/2011 12:35,1.25,15602,United Kingdom,20
554266,23199,jumbo bag apples,-2,5/23/2011 12:48,2.08,12474,Germany,-4.16
554268,23168,classic cafe sugar dispenser,36,5/23/2011 12:59,1.04,15311,United Kingdom,37.44
554269,21889,wooden box of dominoes,12,5/23/2011 13:03,1.25,13223,United Kingdom,15
554270,23103,jingle bell heart decoration,24,5/23/2011 13:05,1.65,15046,United Kingdom,39.6
554271,21094,set/6 red spotty paper plates,96,5/23/2011 13:06,0.64,16422,United Kingdom,61.44
554272,22966,gingerbread man cookie cutter,227,5/23/2011 13:08,1.06,12901,United Kingdom,240.62
554273,22723,set of 6 herb tins sketchbook,-1,5/23/2011 13:09,3.95,13883,United Kingdom,-3.95
554274,48188,doormat welcome puppies,2,5/23/2011 13:12,7.95,16266,United Kingdom,15.9
554275,23091,zinc herb garden container,2,5/23/2011 13:17,6.25,14903,United Kingdom,12.5
554277,22966,gingerbread man cookie cutter,120,5/23/2011 13:20,1.06,12901,United Kingdom,127.2
554278,82001S,vinyl record frame silver,4,5/23/2011 13:25,3.75,13831,United Kingdom,15
554279,47566,party bunting,100,5/23/2011 13:28,4.15,17723,United Kingdom,415
554280,23204,charlotte bag apples design,10,5/23/2011 13:35,0.85,14817,United Kingdom,8.5
554281,84755,colour glass t-light holder hanging,32,5/23/2011 13:41,0.65,18160,United Kingdom,20.8
554282,22379,recycling bag retrospot,100,5/23/2011 14:01,1.85,15769,United Kingdom,185
554283,23093,small parisienne heart photo frame,8,5/23/2011 14:11,2.49,17686,United Kingdom,19.92
554284,20801,large pink glass sundae dish,16,5/23/2011 14:14,0.79,17686,United Kingdom,12.64
554286,23201,jumbo bag alphabet,10,5/23/2011 14:16,1.95,17686,United Kingdom,19.5
554289,23110,parisienne key cabinet,2,5/23/2011 14:18,5.75,15434,United Kingdom,11.5
554300,82486,wood s/3 cabinet ant white finish,-1,5/23/2011 14:33,8.95,13455,United Kingdom,-8.95
554301,M,manual,1,5/23/2011 14:46,1241.98,12757,Portugal,1241.98
554302,M,manual,-1,5/23/2011 14:50,1241.98,12757,Portugal,-1241.98
554303,M,manual,-1,5/23/2011 14:52,15,12757,Portugal,-15
554305,M,manual,1,5/23/2011 14:58,557.72,12757,Portugal,557.72
554306,22624,ivory kitchen scales,6,5/23/2011 14:59,8.5,15734,United Kingdom,51
554307,23284,doormat keep calm and come in,30,5/23/2011 14:59,6.75,12989,United Kingdom,202.5
554309,22301,coffee mug cat + bird design,72,5/23/2011 15:00,2.1,12989,United Kingdom,151.2
554308,M,manual,-1,5/23/2011 15:00,557.72,12757,Portugal,-557.72
554315,21621,vintage union jack bunting,4,5/23/2011 15:29,8.5,16086,United Kingdom,34
554322,84755,colour glass t-light holder hanging,144,5/23/2011 15:33,0.55,17512,United Kingdom,79.2
554323,21746,small red retrospot windmill,2,5/23/2011 15:33,1.25,16729,United Kingdom,2.5
554324,23066,small deco jewellery stand,4,5/23/2011 15:38,8.25,12712,Germany,33
554325,23168,classic cafe sugar dispenser,12,5/23/2011 15:38,1.25,12621,Germany,15
554326,22639,set of 4 napkin charms hearts,29,5/23/2011 16:32,2.55,13737,United Kingdom,73.95
554329,22699,roses regency teacup and saucer,6,5/23/2011 16:52,2.95,15796,United Kingdom,17.7
554330,22072,red retrospot tea cup and saucer,-3,5/23/2011 17:08,3.75,12749,United Kingdom,-11.25
554331,22847,bread bin diner style ivory,-2,5/23/2011 17:13,14.95,16523,United Kingdom,-29.9
554332,23167,small ceramic top storage jar,-1,5/23/2011 17:14,0.83,14009,United Kingdom,-0.83
554333,85123A,white hanging heart t-light holder,-3,5/23/2011 17:15,2.95,13310,United Kingdom,-8.85
554334,22427,enamel flower jug cream,-3,5/23/2011 17:16,5.95,13089,United Kingdom,-17.85
554335,23002,travel card wallet skulls,-3,5/23/2011 17:18,0.42,15201,United Kingdom,-1.26
554336,23199,jumbo bag apples,-2,5/23/2011 17:20,2.08,12474,Germany,-4.16
554337,23162,regency tea strainer,8,5/23/2011 17:25,3.75,17920,United Kingdom,30
554338,20914,set/5 red retrospot lid glass bowls,-2,5/23/2011 17:29,2.95,14038,United Kingdom,-5.9
554339,22625,red kitchen scales,-1,5/23/2011 17:39,8.5,15128,United Kingdom,-8.5
554340,22960,jam making set with jars,-3,5/23/2011 17:40,3.75,17017,United Kingdom,-11.25
554341,22927,green giant garden thermometer,-1,5/23/2011 17:41,5.95,15630,United Kingdom,-5.95
554342,22728,alarm clock bakelike pink,-1,5/23/2011 17:42,3.75,16912,United Kingdom,-3.75
554343,84945,multi colour silver t-light holder,-2,5/23/2011 17:43,0.85,14859,United Kingdom,-1.7
554344,22064,pink doughnut trinket pot,-1,5/23/2011 17:44,1.65,14032,United Kingdom,-1.65
554345,22729,alarm clock bakelike orange,-1,5/23/2011 17:47,3.75,13767,United Kingdom,-3.75
554346,23173,regency teapot roses,-1,5/23/2011 17:48,9.95,18260,United Kingdom,-9.95
554347,23209,lunch bag doiley pattern,20,5/24/2011 8:21,1.65,16523,United Kingdom,33
554348,22487,white wood garden plant ladder,2,5/24/2011 8:49,9.95,13523,United Kingdom,19.9
554349,15036,assorted colours silk fan,24,5/24/2011 8:49,0.83,14191,United Kingdom,19.92
554350,22989,set 2 pantry design tea towels,6,5/24/2011 8:51,3.25,13523,United Kingdom,19.5
554351,84991,60 teatime fairy cake cases,24,5/24/2011 8:53,0.55,15132,United Kingdom,13.2
554353,82486,wood s/3 cabinet ant white finish,12,5/24/2011 9:10,8.15,14258,United Kingdom,97.8
554354,79163,black champagne glass,60,5/24/2011 9:12,0.39,15987,United Kingdom,23.4
554355,22979,pantry washing up brush,12,5/24/2011 9:20,1.45,16992,United Kingdom,17.4
554356,23190,bundle of 3 school exercise books,24,5/24/2011 9:25,1.65,12670,France,39.6
554357,79164,black wine glass,906,5/24/2011 9:26,0.39,15987,United Kingdom,353.34
554358,22470,heart of wicker large,408,5/24/2011 9:32,2.55,17450,United Kingdom,1040.4
554359,23203,jumbo bag doiley patterns,10,5/24/2011 9:56,2.08,13590,United Kingdom,20.8
554361,21246,red retrospot big bowl,-1,5/24/2011 10:15,4.95,17811,United Kingdom,-4.95
554362,21975,pack of 60 dinosaur cake cases,3,5/24/2011 10:17,0.55,17811,United Kingdom,1.65
554363,22900,set 2 tea towels i love london,6,5/24/2011 10:19,3.25,12647,Germany,19.5
554364,22207,frying pan union flag,24,5/24/2011 10:21,3.75,16029,United Kingdom,90
554365,21558,skull lunch box with cutlery,10,5/24/2011 10:22,2.55,13089,United Kingdom,25.5
554366,22349,dog bowl chasing ball design,756,5/24/2011 10:24,4.18,17450,United Kingdom,3160.08
554367,22469,heart of wicker small,12,5/24/2011 10:24,1.65,13089,United Kingdom,19.8
554368,23082,set 6 paper table lantern hearts,6,5/24/2011 10:33,3.75,13267,United Kingdom,22.5
554369,23102,silver hearts table decoration,12,5/24/2011 10:34,0.83,13267,United Kingdom,9.96
554370,23082,set 6 paper table lantern hearts,6,5/24/2011 10:35,3.75,13267,United Kingdom,22.5
554371,23193,buffalo bill treasure book box,16,5/24/2011 10:42,2.25,17659,United Kingdom,36
554372,23099,french carriage lantern,2,5/24/2011 10:50,6.65,13842,United Kingdom,13.3
554373,22371,airline bag vintage tokyo 78,-2,5/24/2011 11:23,3.75,16998,United Kingdom,-7.5
554374,22900,set 2 tea towels i love london,-6,5/24/2011 11:27,3.25,15128,United Kingdom,-19.5
554375,22994,travel card wallet retrospot,24,5/24/2011 11:29,0.42,18044,United Kingdom,10.08
554376,22908,pack of 20 napkins red apples,7,5/24/2011 11:31,0.85,15719,United Kingdom,5.95
554379,22752,set 7 babushka nesting boxes,10,5/24/2011 11:35,8.5,14047,United Kingdom,85
554380,22900,set 2 tea towels i love london,6,5/24/2011 11:45,3.25,16709,United Kingdom,19.5
554381,71477,colour glass. star t-light holder,24,5/24/2011 11:46,2.75,16709,United Kingdom,66
554382,23301,gardeners kneeling pad keep calm,1,5/24/2011 11:55,1.65,17365,United Kingdom,1.65
554392,22992,revolver wooden ruler,5,5/24/2011 12:04,1.95,14534,United Kingdom,9.75
554415,47566,party bunting,8,5/24/2011 12:10,4.95,18202,United Kingdom,39.6
554421,23168,classic sugar dispenser,12,5/24/2011 12:12,1.25,18202,United Kingdom,15
554424,22847,bread bin diner style ivory,1,5/24/2011 12:14,16.95,14527,United Kingdom,16.95
554441,22150,3 stripey mice feltcraft,6,5/24/2011 12:22,1.95,13213,United Kingdom,11.7
554465,22383,lunch bag suki design,10,5/24/2011 12:36,1.65,13534,United Kingdom,16.5
554477,85099B,jumbo bag red retrospot,-1,5/24/2011 12:44,2.08,16086,United Kingdom,-2.08
554483,71477,colour glass. star t-light holder,24,5/24/2011 12:57,2.75,13771,United Kingdom,66
554484,22469,heart of wicker small,120,5/24/2011 13:02,1.45,13854,United Kingdom,174
554485,21310,capiz chandelier,1,5/24/2011 13:22,29.95,18018,United Kingdom,29.95
554486,82483,wood 2 drawer cabinet white finish,-1,5/24/2011 13:25,6.95,13168,United Kingdom,-6.95
554487,21644,assorted tutti frutti heart box,3,5/24/2011 13:27,1.25,16919,United Kingdom,3.75
554489,22091,empire tissue box,12,5/24/2011 13:46,1.25,17272,United Kingdom,15
554490,84755,colour glass t-light holder hanging,32,5/24/2011 13:50,0.65,17058,United Kingdom,20.8
554491,21689,silver vanilla  flower candle pot,1,5/24/2011 13:50,3.75,14606,United Kingdom,3.75
554492,22429,enamel measuring jug cream,3,5/24/2011 13:56,4.25,13168,United Kingdom,12.75
554493,84616,silver roccoco chandelier,-1,5/24/2011 13:59,29.95,16818,United Kingdom,-29.95
554494,84971S,small heart flowers hook,1,5/24/2011 14:00,0.85,16327,United Kingdom,0.85
554495,22513,doorstop football design,1,5/24/2011 14:18,3.75,17961,United Kingdom,3.75
554496,21175,gin + tonic diet metal sign,12,5/24/2011 14:25,2.55,18173,United Kingdom,30.6
554497,22716,card circus parade,12,5/24/2011 14:38,0.42,15819,United Kingdom,5.04
554498,22716,card circus parade,12,5/24/2011 14:39,0.42,15314,United Kingdom,5.04
554502,23084,rabbit night light,6,5/24/2011 14:47,2.08,14289,United Kingdom,12.48
554503,22442,grow your own flowers set of 3,4,5/24/2011 15:06,7.95,14163,United Kingdom,31.8
554504,22191,ivory diner wall clock,4,5/24/2011 15:13,8.5,17719,United Kingdom,34
554505,21818,glitter heart decoration,12,5/24/2011 15:14,0.85,17521,United Kingdom,10.2
554506,72800B,4 purple flock dinner candles,2,5/24/2011 15:22,2.55,14083,United Kingdom,5.1
554507,21094,set/6 red spotty paper plates,12,5/24/2011 15:29,0.85,15513,United Kingdom,10.2
554508,22089,paper bunting vintage paisley,12,5/24/2011 15:33,2.95,13213,United Kingdom,35.4
554509,22429,enamel measuring jug cream,1,5/24/2011 15:45,4.25,17375,United Kingdom,4.25
554510,85066,cream sweetheart mini chest,6,5/24/2011 15:51,10.95,17389,United Kingdom,65.7
554513,23201,jumbo bag alphabet,20,5/24/2011 15:56,2.08,14057,United Kingdom,41.6
554515,22799,sweetheart wire fruit bowl,9,5/24/2011 16:25,8.5,15042,United Kingdom,76.5
554516,D,discount,-1,5/24/2011 16:50,13.88,14527,United Kingdom,-13.88
554517,21232,strawberry ceramic trinket box,-4,5/24/2011 16:55,1.25,15434,United Kingdom,-5
554518,23168,classic cafe sugar dispenser,-3,5/24/2011 16:58,1.25,16592,United Kingdom,-3.75
554519,85099B,jumbo bag red retrospot,-1,5/24/2011 16:59,2.08,13549,United Kingdom,-2.08
554520,21955,doormat union jack guns and roses,1,5/24/2011 17:03,7.95,17841,United Kingdom,7.95
554521,22848,bread bin diner style pink,-1,5/24/2011 17:11,16.95,14407,United Kingdom,-16.95
554522,22892,set of salt and pepper toadstools,-5,5/24/2011 17:12,1.25,18223,United Kingdom,-6.25
554523,37449,ceramic cake stand + hanging cakes,-2,5/24/2011 17:17,8.5,12863,United Kingdom,-17
554524,21162,toxic area  door hanger,12,5/24/2011 17:18,1.45,14738,United Kingdom,17.4
554525,21658,glass  beurre dish,-1,5/24/2011 17:19,3.95,15093,United Kingdom,-3.95
554527,23167,small ceramic top storage jar,-21,5/24/2011 17:25,0.69,15251,United Kingdom,-14.49
554528,23110,parisienne key cabinet,-4,5/24/2011 17:26,5.75,14217,United Kingdom,-23
554529,23174,regency sugar bowl green,-1,5/24/2011 17:27,4.15,14226,United Kingdom,-4.15
554530,22502,picnic basket wicker small,-1,5/24/2011 17:28,5.95,15596,United Kingdom,-5.95
554531,72741,grand chocolatecandle,-2,5/24/2011 17:30,1.45,12463,Belgium,-2.9
554532,47566,party bunting,-4,5/24/2011 17:32,4.95,14194,United Kingdom,-19.8
554533,21260,first aid tin,-40,5/24/2011 17:33,3.25,16923,United Kingdom,-130
554534,22494,emergency first aid tin,40,5/24/2011 17:34,1.25,16923,United Kingdom,50
554535,M,manual,-1,5/24/2011 17:36,60,17940,United Kingdom,-60
554536,22467,gumball coat rack,-1,5/24/2011 17:38,2.1,16705,United Kingdom,-2.1
554537,22061,large cake stand  hanging strawbery,-1,5/24/2011 17:45,9.95,16057,United Kingdom,-9.95
554539,23111,parisienne sewing box,-1,5/24/2011 17:47,12.5,14911,EIRE,-12.5
554540,23167,small ceramic top storage jar,-3,5/24/2011 17:49,0.69,15125,United Kingdom,-2.07
554541,22461,savoy art deco clock,-3,5/24/2011 17:50,10.95,13078,United Kingdom,-32.85
554542,23080,red metal box top secret,2,5/25/2011 8:32,8.25,15194,United Kingdom,16.5
554543,47566,party bunting,4,5/25/2011 9:18,4.95,16091,United Kingdom,19.8
554545,23144,zinc t-light holder stars small,12,5/25/2011 9:35,0.83,13102,United Kingdom,9.96
554547,23084,rabbit night light,12,5/25/2011 9:37,2.08,13102,United Kingdom,24.96
554549,85062,pearl crystal pumpkin t-light hldr,48,5/25/2011 9:57,1.45,12747,United Kingdom,69.6
554552,37342,polkadot coffee cup & saucer pink,96,5/25/2011 9:58,0.79,13694,United Kingdom,75.84
554554,16151A,flowers handbag blue and orange,43,5/25/2011 10:02,1.25,13694,United Kingdom,53.75
554555,22554,plasters in tin woodland animals,12,5/25/2011 10:08,1.65,12437,France,19.8
554556,22400,magnets pack of 4 home sweet home,12,5/25/2011 10:11,1.25,13098,United Kingdom,15
554557,22178,victorian glass hanging t-light,12,5/25/2011 10:12,1.25,15804,United Kingdom,15
554558,22892,set of salt and pepper toadstools,-1,5/25/2011 10:24,1.25,13268,United Kingdom,-1.25
554560,22072,red retrospot tea cup and saucer,8,5/25/2011 10:35,3.75,13317,United Kingdom,30
554561,23203,jumbo bag doiley patterns,10,5/25/2011 10:35,2.08,13317,United Kingdom,20.8
554570,84755,colour glass t-light holder hanging,16,5/25/2011 10:53,0.65,13728,United Kingdom,10.4
554579,22501,picnic basket wicker large,32,5/25/2011 10:56,8.5,18229,United Kingdom,272
554597,23302,kneeling mat housework  design,12,5/25/2011 11:01,1.65,15140,United Kingdom,19.8
554598,85183A,charlie & lola wastepaper bin blue,4,5/25/2011 11:12,1.25,13263,United Kingdom,5
554603,20970,pink floral feltcraft shoulder bag,2,5/25/2011 11:14,3.75,14593,United Kingdom,7.5
554617,22917,herb marker rosemary,1,5/25/2011 11:21,0.65,14593,United Kingdom,0.65
554628,15058B,pink polkadot garden parasol,1,5/25/2011 11:26,7.95,15039,United Kingdom,7.95
554629,22089,paper bunting vintage paisley,2,5/25/2011 11:34,2.95,15882,United Kingdom,5.9
554630,15034,paper pocket traveling fan,24,5/25/2011 11:34,0.14,13268,United Kingdom,3.36
554631,22906,12 message cards with envelopes,6,5/25/2011 11:35,1.65,15882,United Kingdom,9.9
554632,23078,ice cream pen lip gloss,24,5/25/2011 11:41,1.25,14287,United Kingdom,30
554633,16049,teatime gel pens asst,144,5/25/2011 11:44,0.12,14287,United Kingdom,17.28
554635,23298,spotty bunting,3,5/25/2011 11:45,4.95,13069,United Kingdom,14.85
554636,23009,i love london baby gift set,6,5/25/2011 11:52,14.95,16763,United Kingdom,89.7
554637,23182,toilet sign occupied or vacant,12,5/25/2011 11:58,0.83,14688,United Kingdom,9.96
554638,23203,jumbo bag doiley patterns,10,5/25/2011 11:59,2.08,14810,United Kingdom,20.8
554639,75049L,large circular mirror mobile,192,5/25/2011 12:00,0.85,17955,United Kingdom,163.2
554640,21936,red retrospot picnic bag,20,5/25/2011 12:06,2.95,14680,United Kingdom,59
554641,84945,multi colour silver t-light holder,48,5/25/2011 12:06,0.85,17770,United Kingdom,40.8
554642,22243,5 hook hanger red magic toadstool,960,5/25/2011 12:19,1.45,14646,Netherlands,1392
554643,22423,regency cakestand 3 tier,16,5/25/2011 12:28,10.95,16133,United Kingdom,175.2
554644,22152,place setting white star,24,5/25/2011 12:34,0.42,15311,United Kingdom,10.08
554645,21564,pink  heart shape love bucket,5,5/25/2011 12:34,2.95,17770,United Kingdom,14.75
554646,85123A,white hanging heart t-light holder,10,5/25/2011 12:39,2.95,17790,United Kingdom,29.5
554647,85099C,jumbo  bag baroque black white,100,5/25/2011 12:39,1.79,14705,United Kingdom,179
554648,23084,rabbit night light,24,5/25/2011 12:44,1.79,12562,France,42.96
554649,22938,cupcake lace paper set 6,48,5/25/2011 12:46,1.65,16133,United Kingdom,79.2
554650,23084,rabbit night light,24,5/25/2011 12:54,1.79,12681,France,42.96
554651,22690,doormat home sweet home blue,4,5/25/2011 12:55,7.95,12779,Poland,31.8
554654,15056BL,edwardian parasol black,3,5/25/2011 13:34,5.95,12815,Poland,17.85
554655,84946,antique silver t-light glass,144,5/25/2011 13:35,1.06,12924,United Kingdom,152.64
